well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
F3,F,3,B,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.205
G3,G,3,Blank,4.5,2A2,0102,Blank,NA,NA,NA,NA,0.201
H3,H,3,A,7,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.062
A4,A,4,A,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.128
B4,B,4,A,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.14
C4,C,4,A,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.146
D4,D,4,B,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.15
E4,E,4,B,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.121
F4,F,4,B,5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.129
G4,G,4,Blank,5,2A2,0102,Blank,NA,NA,NA,NA,0.113
H4,H,4,B,7,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.481
A5,A,5,A,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.249
B5,B,5,A,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.287
C5,C,5,A,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.258
D5,D,5,B,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.269
E5,E,5,B,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.271
F5,F,5,B,5.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.261
G5,G,5,Blank,5.5,2A2,0102,Blank,NA,NA,NA,NA,0.06
H5,H,5,B,7,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.484
A6,A,6,A,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.344
B6,B,6,A,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.378
C6,C,6,A,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.359
D6,D,6,B,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.349
E6,E,6,B,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.346
F6,F,6,B,6,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.359
G6,G,6,Blank,6,2A2,0102,Blank,NA,NA,NA,NA,0.066
H6,H,6,Blank,7,2A2,0102,Blank,NA,NA,NA,NA,0.061
A7,A,7,A,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.072
B7,B,7,A,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.08
C7,C,7,A,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.074
D7,D,7,B,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.08
E7,E,7,B,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.082
F7,F,7,B,3.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.086
G7,G,7,Blank,3.5,2A2,0102,Blank,NA,NA,NA,NA,0.069
H7,H,7,A,7,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.39
A8,A,8,A,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.1
B8,B,8,A,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.108
C8,C,8,A,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.106
D8,D,8,B,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.109
E8,E,8,B,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.107
F8,F,8,B,4,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.11
G8,G,8,Blank,4,2A2,0102,Blank,NA,NA,NA,NA,0.101
H8,H,8,A,7,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.361
A9,A,9,A,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.196
B9,B,9,A,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.22
C9,C,9,A,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.198
D9,D,9,B,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.209
E9,E,9,B,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.205
F9,F,9,B,4.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.208
G9,G,9,Blank,4.5,2A2,0102,Blank,NA,NA,NA,NA,0.201
H9,H,9,A,7,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.276
A10,A,10,A,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.153
B10,B,10,A,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.185
C10,C,10,A,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.144
D10,D,10,B,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.172
E10,E,10,B,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.164
F10,F,10,B,5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.174
G10,G,10,Blank,5,2A2,0102,Blank,NA,NA,NA,NA,0.11
H10,H,10,B,7,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.457
A11,A,11,A,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.25
B11,B,11,A,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.288
C11,C,11,A,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.255
D11,D,11,B,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.314
E11,E,11,B,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.331
F11,F,11,B,5.5,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.316
G11,G,11,Blank,5.5,2A2,0102,Blank,NA,NA,NA,NA,0.066
H11,H,11,B,7,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.431
A12,A,12,A,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.28
B12,B,12,A,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.26
C12,C,12,A,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.199
D12,D,12,B,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.276
E12,E,12,B,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.296
F12,F,12,B,6,2A2,0102,2,Gardnerella leopoldii,C0096A1,2,2,0.341
G12,G,12,Blank,6,2A2,0102,Blank,NA,NA,NA,NA,0.059
H12,H,12,Blank,7,2A2,0102,Blank,NA,NA,NA,NA,0.057
A1,A,1,A,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.077
B1,B,1,A,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.078
C1,C,1,A,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.077
D1,D,1,B,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.075
E1,E,1,B,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.087
F1,F,1,B,3.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.084
G1,G,1,Blank,3.5,2A2,030X,Blank,NA,NA,NA,NA,0.071
H1,H,1,A,7,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.262
A2,A,2,A,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.104
B2,B,2,A,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.106
C2,C,2,A,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.104
D2,D,2,B,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.102
E2,E,2,B,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.105
F2,F,2,B,4,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.108
G2,G,2,Blank,4,2A2,030X,Blank,NA,NA,NA,NA,0.1
H2,H,2,A,7,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.356
A3,A,3,A,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.193
B3,B,3,A,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.209
C3,C,3,A,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.196
D3,D,3,B,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.193
E3,E,3,B,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.192
F3,F,3,B,4.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.198
G3,G,3,Blank,4.5,2A2,030X,Blank,NA,NA,NA,NA,0.202
H3,H,3,A,7,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.404
A4,A,4,A,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.118
B4,B,4,A,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.13
C4,C,4,A,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.12
D4,D,4,B,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.118
E4,E,4,B,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.128
F4,F,4,B,5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.128
G4,G,4,Blank,5,2A2,030X,Blank,NA,NA,NA,NA,0.11
H4,H,4,B,7,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.429
A5,A,5,A,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.098
B5,B,5,A,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.123
C5,C,5,A,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.1
D5,D,5,B,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.099
E5,E,5,B,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.09
F5,F,5,B,5.5,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.109
G5,G,5,Blank,5.5,2A2,030X,Blank,NA,NA,NA,NA,0.066
H5,H,5,B,7,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.438
A6,A,6,A,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.152
B6,B,6,A,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.185
C6,C,6,A,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.169
D6,D,6,B,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.18
E6,E,6,B,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.17
F6,F,6,B,6,2A2,030X,3,Gardnerella sp. 12,CMW7778B,2,2,0.149
G6,G,6,Blank,6,2A2,030X,Blank,NA,NA,NA,NA,0.06
H6,H,6,Blank,7,2A2,030X,Blank,NA,NA,NA,NA,0.06
G7,G,7,Blank,3.5,2A2,030X,Blank,NA,NA,NA,NA,0.071
G8,G,8,Blank,4,2A2,030X,Blank,NA,NA,NA,NA,0.121
G9,G,9,Blank,4.5,2A2,030X,Blank,NA,NA,NA,NA,0.189
G10,G,10,Blank,5,2A2,030X,Blank,NA,NA,NA,NA,0.105
G11,G,11,Blank,5.5,2A2,030X,Blank,NA,NA,NA,NA,0.057
G12,G,12,Blank,6,2A2,030X,Blank,NA,NA,NA,NA,0.052
H12,H,12,Blank,7,2A2,030X,Blank,NA,NA,NA,NA,0.052
A1,A,1,A,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.074
B1,B,1,A,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.075
C1,C,1,A,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.077
D1,D,1,B,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.078
E1,E,1,B,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.079
F1,F,1,B,3.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.078
G1,G,1,Blank,3.5,1B3,0102,Blank,NA,NA,NA,NA,0.069
H1,H,1,A,7,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.574
A2,A,2,A,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.102
B2,B,2,A,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.112
C2,C,2,A,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.113
D2,D,2,B,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.114
E2,E,2,B,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.101
F2,F,2,B,4,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.118
G2,G,2,Blank,4,1B3,0102,Blank,NA,NA,NA,NA,0.104
H2,H,2,A,7,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.655
A3,A,3,A,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.223
B3,B,3,A,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.222
C3,C,3,A,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.218
D3,D,3,B,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.213
E3,E,3,B,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.215
F3,F,3,B,4.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.217
G3,G,3,Blank,4.5,1B3,0102,Blank,NA,NA,NA,NA,0.204
H3,H,3,A,7,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.649
A4,A,4,A,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.184
B4,B,4,A,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.181
C4,C,4,A,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.173
D4,D,4,B,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.171
E4,E,4,B,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.165
F4,F,4,B,5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.178
G4,G,4,Blank,5,1B3,0102,Blank,NA,NA,NA,NA,0.106
H4,H,4,B,7,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.743
A5,A,5,A,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.334
B5,B,5,A,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.318
C5,C,5,A,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.269
D5,D,5,B,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.296
E5,E,5,B,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.328
F5,F,5,B,5.5,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.327
G5,G,5,Blank,5.5,1B3,0102,Blank,NA,NA,NA,NA,0.069
H5,H,5,B,7,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.755
A6,A,6,A,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.44
B6,B,6,A,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.399
C6,C,6,A,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.343
D6,D,6,B,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.411
E6,E,6,B,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.444
F6,F,6,B,6,1B3,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.455
G6,G,6,Blank,6,1B3,0102,Blank,NA,NA,NA,NA,0.062
H6,H,6,Blank,7,1B3,0102,Blank,NA,NA,NA,NA,0.069
A7,A,7,A,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.075
B7,B,7,A,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.079
C7,C,7,A,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.076
D7,D,7,B,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.078
E7,E,7,B,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.082
F7,F,7,B,3.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.093
G7,G,7,Blank,3.5,1B3,0102,Blank,NA,NA,NA,NA,0.073
H7,H,7,A,7,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.649
A8,A,8,A,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.098
B8,B,8,A,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.102
C8,C,8,A,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.1
D8,D,8,B,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.109
E8,E,8,B,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.111
F8,F,8,B,4,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.115
G8,G,8,Blank,4,1B3,0102,Blank,NA,NA,NA,NA,0.105
H8,H,8,A,7,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.691
A9,A,9,A,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.227
B9,B,9,A,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.223
C9,C,9,A,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.204
D9,D,9,B,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.198
E9,E,9,B,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.202
F9,F,9,B,4.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.215
G9,G,9,Blank,4.5,1B3,0102,Blank,NA,NA,NA,NA,0.195
H9,H,9,A,7,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.686
A10,A,10,A,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.179
B10,B,10,A,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.185
C10,C,10,A,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.18
D10,D,10,B,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.175
E10,E,10,B,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.169
F10,F,10,B,5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.191
G10,G,10,Blank,5,1B3,0102,Blank,NA,NA,NA,NA,0.107
H10,H,10,B,7,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.668
A11,A,11,A,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.301
B11,B,11,A,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.312
C11,C,11,A,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.292
D11,D,11,B,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.289
E11,E,11,B,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.275
F11,F,11,B,5.5,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.312
G11,G,11,Blank,5.5,1B3,0102,Blank,NA,NA,NA,NA,0.058
H11,H,11,B,7,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.636
A12,A,12,A,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.381
B12,B,12,A,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.385
C12,C,12,A,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.392
D12,D,12,B,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.347
E12,E,12,B,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.355
F12,F,12,B,6,1B3,0102,2,Gardnerella sp. 7,C0179B4,1,NA,0.374
G12,G,12,Blank,6,1B3,0102,Blank,NA,NA,NA,NA,0.053
H12,H,12,Blank,7,1B3,0102,Blank,NA,NA,NA,NA,0.055
G1,G,1,Blank,3.5,1B3,0X04,Blank,NA,NA,NA,NA,0.072
G2,G,2,Blank,4,1B3,0X04,Blank,NA,NA,NA,NA,0.108
G3,G,3,Blank,4.5,1B3,0X04,Blank,NA,NA,NA,NA,0.186
G4,G,4,Blank,5,1B3,0X04,Blank,NA,NA,NA,NA,0.104
G5,G,5,Blank,5.5,1B3,0X04,Blank,NA,NA,NA,NA,0.06
G6,G,6,Blank,6,1B3,0X04,Blank,NA,NA,NA,NA,0.062
H6,H,6,Blank,7,1B3,0X04,Blank,NA,NA,NA,NA,0.06
A7,A,7,A,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.076
B7,B,7,A,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.079
C7,C,7,A,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.081
D7,D,7,B,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.081
E7,E,7,B,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.084
F7,F,7,B,3.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.085
G7,G,7,Blank,3.5,1B3,0X04,Blank,NA,NA,NA,NA,0.079
H7,H,7,A,7,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.949
A8,A,8,A,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.102
B8,B,8,A,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.102
C8,C,8,A,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.117
D8,D,8,B,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.129
E8,E,8,B,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.124
F8,F,8,B,4,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.124
G8,G,8,Blank,4,1B3,0X04,Blank,NA,NA,NA,NA,0.109
H8,H,8,A,7,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.909
A9,A,9,A,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.197
B9,B,9,A,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.209
C9,C,9,A,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.213
D9,D,9,B,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.22
E9,E,9,B,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.217
F9,F,9,B,4.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.215
G9,G,9,Blank,4.5,1B3,0X04,Blank,NA,NA,NA,NA,0.168
H9,H,9,A,7,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.891
A10,A,10,A,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.236
B10,B,10,A,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.181
C10,C,10,A,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.199
D10,D,10,B,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.193
E10,E,10,B,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.209
F10,F,10,B,5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.197
G10,G,10,Blank,5,1B3,0X04,Blank,NA,NA,NA,NA,0.099
H10,H,10,B,7,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.859
A11,A,11,A,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.533
B11,B,11,A,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.375
C11,C,11,A,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.414
D11,D,11,B,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.395
E11,E,11,B,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.417
F11,F,11,B,5.5,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.446
G11,G,11,Blank,5.5,1B3,0X04,Blank,NA,NA,NA,NA,0.054
H11,H,11,B,7,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.855
A12,A,12,A,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.62
B12,B,12,A,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.662
C12,C,12,A,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.65
D12,D,12,B,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.628
E12,E,12,B,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.615
F12,F,12,B,6,1B3,0X04,4,Gardnerella swidsinskii,C0102A2,1,NA,0.597
G12,G,12,Blank,6,1B3,0X04,Blank,NA,NA,NA,NA,0.05
H12,H,12,Blank,7,1B3,0X04,Blank,NA,NA,NA,NA,0.052
A1,A,1,A,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.072
B1,B,1,A,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.074
C1,C,1,A,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.076
D1,D,1,B,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.074
E1,E,1,B,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.073
F1,F,1,B,3.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.074
G1,G,1,Blank,3.5,1B4,0102,Blank,NA,NA,NA,NA,0.068
H1,H,1,A,7,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.497
A2,A,2,A,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.099
B2,B,2,A,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.126
C2,C,2,A,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.115
D2,D,2,B,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.11
E2,E,2,B,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.11
F2,F,2,B,4,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.11
G2,G,2,Blank,4,1B4,0102,Blank,NA,NA,NA,NA,0.099
H2,H,2,A,7,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.595
A3,A,3,A,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.188
B3,B,3,A,4.5,1B4,0102,1,Gardnerella sp. 10,C0100B2,1,NA,0.215
